datetime,symbol,open,high,low,close,volume
2025-04-03 22:00:00,OANDA:XAUUSD,3128.895,3129.555,3104.065,3110.655,43577.0
2025-04-03 23:00:00,OANDA:XAUUSD,3110.68,3114.315,3101.85,3107.575,23283.0
2025-04-04 00:00:00,OANDA:XAUUSD,3107.515,3109.89,3100.055,3109.56,17664.0
2025-04-04 01:00:00,OANDA:XAUUSD,3109.57,3111.835,3102.195,3111.765,12676.0
2025-04-04 02:00:00,OANDA:XAUUSD,3111.76,3113.375,3101.725,3107.55,14801.0
2025-04-04 03:00:00,OANDA:XAUUSD,3107.545,3120.15,3107.435,3114.575,6333.0
2025-04-04 05:00:00,OANDA:XAUUSD,3114.52,3116.815,3112.5,3115.47,3805.0
2025-04-04 06:00:00,OANDA:XAUUSD,3115.465,3116.45,3109.85,3113.025,5872.0
2025-04-04 07:00:00,OANDA:XAUUSD,3112.97,3115.215,3106.11,3110.69,14263.0
2025-04-04 08:00:00,OANDA:XAUUSD,3110.635,3115.78,3109.22,3109.86,14685.0
2025-04-04 09:00:00,OANDA:XAUUSD,3109.89,3113.065,3091.265,3096.85,20216.0
2025-04-04 10:00:00,OANDA:XAUUSD,3096.825,3099.14,3087.09,3098.46,19125.0
2025-04-04 11:00:00,OANDA:XAUUSD,3098.455,3105.025,3096.12,3100.16,13966.0
2025-04-04 12:00:00,OANDA:XAUUSD,3100.045,3108.99,3098.9,3108.98,13061.0
2025-04-04 13:00:00,OANDA:XAUUSD,3108.985,3110.075,3100.57,3101.135,17809.0
2025-04-04 14:00:00,OANDA:XAUUSD,3101.14,3103.455,3092.055,3092.86,29646.0
2025-04-04 15:00:00,OANDA:XAUUSD,3092.815,3094.19,3078.515,3084.205,32297.0
2025-04-04 16:00:00,OANDA:XAUUSD,3084.135,3096.165,3083.885,3090.805,23677.0
2025-04-04 17:00:00,OANDA:XAUUSD,3090.85,3116.225,3090.725,3110.31,48186.0
2025-04-04 18:00:00,OANDA:XAUUSD,3110.4,3136.775,3095.745,3110.425,59186.0
2025-04-04 19:00:00,OANDA:XAUUSD,3110.44,3111.9,3069.445,3071.295,57423.0
2025-04-04 20:00:00,OANDA:XAUUSD,3071.29,3087.49,3059.64,3061.935,48474.0
2025-04-04 21:00:00,OANDA:XAUUSD,3061.855,3061.855,3027.15,3038.535,57386.0
2025-04-04 22:00:00,OANDA:XAUUSD,3038.52,3050.525,3016.975,3022.0,58393.0
2025-04-04 23:00:00,OANDA:XAUUSD,3022.025,3036.97,3017.595,3031.01,31684.0
2025-04-05 00:00:00,OANDA:XAUUSD,3031.02,3033.085,3015.65,3025.94,32201.0
2025-04-05 01:00:00,OANDA:XAUUSD,3025.95,3028.16,3018.035,3025.535,21694.0
2025-04-05 02:00:00,OANDA:XAUUSD,3025.565,3041.09,3022.125,3036.515,26471.0
2025-04-05 03:00:00,OANDA:XAUUSD,3036.44,3041.095,3033.925,3037.885,8429.0
2025-04-07 05:00:00,OANDA:XAUUSD,3030.77,3035.635,2996.035,3010.215,19619.0
2025-04-07 06:00:00,OANDA:XAUUSD,3010.19,3017.37,2977.285,2999.815,22939.0
2025-04-07 07:00:00,OANDA:XAUUSD,2999.745,3009.955,2970.215,2978.98,30156.0
2025-04-07 08:00:00,OANDA:XAUUSD,2978.845,3057.305,2972.055,3038.43,64005.0
2025-04-07 09:00:00,OANDA:XAUUSD,3038.49,3055.98,3024.445,3025.905,26987.0
2025-04-07 10:00:00,OANDA:XAUUSD,3025.86,3034.14,3016.88,3019.03,18860.0
2025-04-07 11:00:00,OANDA:XAUUSD,3019.045,3035.735,3019.01,3035.575,12088.0
2025-04-07 12:00:00,OANDA:XAUUSD,3035.615,3044.685,3025.065,3032.18,20944.0
2025-04-07 13:00:00,OANDA:XAUUSD,3032.135,3033.63,3016.68,3029.98,43008.0
2025-04-07 14:00:00,OANDA:XAUUSD,3029.965,3030.875,3013.36,3018.585,54081.0
2025-04-07 15:00:00,OANDA:XAUUSD,3018.64,3035.605,3017.745,3031.785,37799.0
2025-04-07 16:00:00,OANDA:XAUUSD,3031.83,3033.55,3019.555,3025.34,33510.0
2025-04-07 17:00:00,OANDA:XAUUSD,3025.27,3036.565,3024.235,3031.325,34135.0
2025-04-07 18:00:00,OANDA:XAUUSD,3031.27,3046.235,3030.22,3031.345,37213.0
2025-04-07 19:00:00,OANDA:XAUUSD,3031.455,3032.925,3014.805,3031.25,57716.0
2025-04-07 20:00:00,OANDA:XAUUSD,3031.225,3034.315,3002.32,3015.52,63784.0
2025-04-07 21:00:00,OANDA:XAUUSD,3015.535,3038.005,2996.575,2999.505,78994.0
2025-04-07 22:00:00,OANDA:XAUUSD,2999.505,3004.76,2980.114,2987.575,44518.0
2025-04-07 23:00:00,OANDA:XAUUSD,2987.56,2987.87,2969.975,2970.925,22384.0
2025-04-08 00:00:00,OANDA:XAUUSD,2970.945,2975.345,2956.565,2970.09,41194.0
2025-04-08 01:00:00,OANDA:XAUUSD,2970.075,2976.745,2964.145,2965.92,17848.0
2025-04-08 02:00:00,OANDA:XAUUSD,2965.9,2982.325,2965.495,2976.76,20357.0
2025-04-08 03:00:00,OANDA:XAUUSD,2976.8,2986.055,2970.13,2981.94,8977.0
2025-04-08 05:00:00,OANDA:XAUUSD,2982.095,2988.795,2981.195,2986.83,5496.0
2025-04-08 06:00:00,OANDA:XAUUSD,2986.86,2987.47,2978.72,2981.335,6725.0
2025-04-08 07:00:00,OANDA:XAUUSD,2981.295,2992.76,2980.44,2985.475,19760.0
2025-04-08 08:00:00,OANDA:XAUUSD,2985.37,3003.19,2983.685,3000.005,31378.0
2025-04-08 09:00:00,OANDA:XAUUSD,3000.09,3004.96,2998.33,3001.065,17418.0
2025-04-08 10:00:00,OANDA:XAUUSD,3001.045,3001.125,2993.1,2994.805,13496.0
2025-04-08 11:00:00,OANDA:XAUUSD,2994.745,3003.045,2990.94,3002.25,12347.0
2025-04-08 12:00:00,OANDA:XAUUSD,3002.06,3008.42,2999.565,3005.805,16349.0
2025-04-08 13:00:00,OANDA:XAUUSD,3005.765,3016.105,3002.475,3013.285,25672.0
2025-04-08 14:00:00,OANDA:XAUUSD,3013.32,3013.935,3001.92,3003.78,30773.0
2025-04-08 15:00:00,OANDA:XAUUSD,3003.64,3009.465,3001.39,3007.565,10368.0
2025-04-08 16:00:00,OANDA:XAUUSD,3007.44,3008.015,2994.9,3006.97,14934.0
2025-04-08 17:00:00,OANDA:XAUUSD,3007.02,3010.575,3004.155,3009.04,12659.0
2025-04-08 18:00:00,OANDA:XAUUSD,3009.035,3019.51,3008.785,3017.545,17124.0
2025-04-08 19:00:00,OANDA:XAUUSD,3017.525,3019.605,3002.43,3002.67,39364.0
2025-04-08 20:00:00,OANDA:XAUUSD,3002.645,3022.76,3002.59,3010.38,58847.0
2025-04-08 21:00:00,OANDA:XAUUSD,3010.405,3018.275,3005.865,3006.26,54795.0
2025-04-08 22:00:00,OANDA:XAUUSD,3006.265,3012.44,3001.29,3001.59,34137.0
2025-04-08 23:00:00,OANDA:XAUUSD,3001.47,3001.56,2984.385,2986.055,33818.0
2025-04-09 00:00:00,OANDA:XAUUSD,2986.085,2987.565,2974.795,2985.305,41611.0
2025-04-09 01:00:00,OANDA:XAUUSD,2985.285,2992.38,2979.375,2983.635,26457.0
2025-04-09 02:00:00,OANDA:XAUUSD,2983.655,2987.63,2976.675,2985.015,21936.0
2025-04-09 03:00:00,OANDA:XAUUSD,2985.02,2986.59,2977.05,2982.25,7839.0
2025-04-09 05:00:00,OANDA:XAUUSD,2982.735,2985.545,2980.19,2981.88,4717.0
2025-04-09 06:00:00,OANDA:XAUUSD,2982.13,2990.97,2969.97,2978.56,12050.0
2025-04-09 07:00:00,OANDA:XAUUSD,2978.575,2987.1,2974.78,2980.495,33065.0
2025-04-09 08:00:00,OANDA:XAUUSD,2980.45,3009.81,2972.415,3008.895,48426.0
2025-04-09 09:00:00,OANDA:XAUUSD,3008.68,3011.15,3000.055,3003.195,27237.0
2025-04-09 10:00:00,OANDA:XAUUSD,3003.115,3009.84,3002.77,3004.435,20488.0
2025-04-09 11:00:00,OANDA:XAUUSD,3004.39,3014.245,2999.57,3012.365,26152.0
2025-04-09 12:00:00,OANDA:XAUUSD,3012.315,3020.63,3005.515,3015.505,33200.0
2025-04-09 13:00:00,OANDA:XAUUSD,3015.53,3041.045,3014.57,3038.99,43558.0
2025-04-09 14:00:00,OANDA:XAUUSD,3039.13,3052.465,3034.455,3041.045,42595.0
2025-04-09 15:00:00,OANDA:XAUUSD,3041.035,3051.28,3038.22,3044.1,24163.0
2025-04-09 16:00:00,OANDA:XAUUSD,3044.1,3049.82,3038.655,3045.005,18572.0
2025-04-09 17:00:00,OANDA:XAUUSD,3045.025,3047.265,3038.295,3043.01,22080.0
2025-04-09 18:00:00,OANDA:XAUUSD,3042.975,3067.99,3036.08,3066.63,50422.0
2025-04-09 19:00:00,OANDA:XAUUSD,3066.64,3073.212,3042.705,3047.515,55555.0
2025-04-09 20:00:00,OANDA:XAUUSD,3047.53,3078.04,3047.42,3075.325,68779.0
2025-04-09 21:00:00,OANDA:XAUUSD,3075.27,3084.73,3068.525,3070.585,49885.0
2025-04-09 22:00:00,OANDA:XAUUSD,3070.52,3087.92,3065.3,3086.42,35027.0
2025-04-09 23:00:00,OANDA:XAUUSD,3086.45,3094.92,3082.725,3092.455,20852.0
2025-04-10 00:00:00,OANDA:XAUUSD,3092.48,3099.115,3051.315,3059.745,78060.0
2025-04-10 01:00:00,OANDA:XAUUSD,3059.48,3073.72,3048.76,3067.18,51860.0
2025-04-10 02:00:00,OANDA:XAUUSD,3067.19,3099.77,3064.235,3093.79,42833.0
2025-04-10 03:00:00,OANDA:XAUUSD,3093.755,3095.53,3078.305,3082.95,11422.0
2025-04-10 05:00:00,OANDA:XAUUSD,3080.48,3090.295,3071.505,3080.235,11545.0
2025-04-10 06:00:00,OANDA:XAUUSD,3080.24,3089.025,3079.84,3086.8,14139.0
2025-04-10 07:00:00,OANDA:XAUUSD,3086.795,3101.48,3081.33,3097.145,36717.0
2025-04-10 08:00:00,OANDA:XAUUSD,3097.1,3100.72,3078.55,3094.2,40528.0
2025-04-10 09:00:00,OANDA:XAUUSD,3094.095,3120.595,3093.955,3119.495,36978.0
2025-04-10 10:00:00,OANDA:XAUUSD,3119.475,3132.035,3115.295,3125.5,22584.0
2025-04-10 11:00:00,OANDA:XAUUSD,3125.49,3129.65,3121.075,3125.36,10183.0
2025-04-10 12:00:00,OANDA:XAUUSD,3125.39,3132.63,3112.875,3122.32,13890.0
2025-04-10 13:00:00,OANDA:XAUUSD,3122.26,3126.625,3119.025,3122.185,27828.0
2025-04-10 14:00:00,OANDA:XAUUSD,3122.18,3123.695,3106.69,3108.755,30263.0
2025-04-10 15:00:00,OANDA:XAUUSD,3108.73,3115.795,3104.57,3104.975,22610.0
2025-04-10 16:00:00,OANDA:XAUUSD,3104.98,3118.14,3103.32,3116.75,18613.0
2025-04-10 17:00:00,OANDA:XAUUSD,3116.775,3122.605,3114.335,3120.215,22567.0
2025-04-10 18:00:00,OANDA:XAUUSD,3120.235,3125.775,3113.295,3124.805,30034.0
2025-04-10 19:00:00,OANDA:XAUUSD,3124.795,3134.415,3116.36,3123.075,43152.0
2025-04-10 20:00:00,OANDA:XAUUSD,3123.07,3136.71,3116.17,3117.09,51316.0
2025-04-10 21:00:00,OANDA:XAUUSD,3117.07,3154.81,3116.95,3154.655,48894.0
2025-04-10 22:00:00,OANDA:XAUUSD,3154.705,3175.085,3154.53,3158.185,40508.0
2025-04-10 23:00:00,OANDA:XAUUSD,3158.17,3167.35,3154.13,3158.445,35630.0
2025-04-11 00:00:00,OANDA:XAUUSD,3158.44,3165.75,3151.66,3162.925,22952.0
2025-04-11 01:00:00,OANDA:XAUUSD,3162.95,3175.765,3158.04,3173.375,23721.0
2025-04-11 02:00:00,OANDA:XAUUSD,3173.35,3176.48,3168.03,3170.92,19461.0
2025-04-11 03:00:00,OANDA:XAUUSD,3170.905,3176.6,3168.535,3175.365,5213.0
2025-04-11 05:00:00,OANDA:XAUUSD,3179.765,3190.41,3177.26,3189.225,11701.0
2025-04-11 06:00:00,OANDA:XAUUSD,3189.235,3191.495,3183.18,3189.11,13747.0
2025-04-11 07:00:00,OANDA:XAUUSD,3189.105,3218.115,3185.005,3205.655,51172.0
2025-04-11 08:00:00,OANDA:XAUUSD,3205.64,3219.62,3201.15,3207.34,54793.0
2025-04-11 09:00:00,OANDA:XAUUSD,3207.375,3219.96,3206.075,3217.57,30516.0
2025-04-11 10:00:00,OANDA:XAUUSD,3217.535,3220.1,3214.19,3217.855,22310.0
2025-04-11 11:00:00,OANDA:XAUUSD,3217.875,3218.24,3208.505,3208.56,15740.0
2025-04-11 12:00:00,OANDA:XAUUSD,3208.545,3219.43,3187.265,3196.005,37649.0
2025-04-11 13:00:00,OANDA:XAUUSD,3196.015,3209.77,3190.24,3197.31,39792.0
2025-04-11 14:00:00,OANDA:XAUUSD,3197.335,3213.16,3193.89,3212.405,28808.0
2025-04-11 15:00:00,OANDA:XAUUSD,3212.41,3227.45,3208.545,3216.09,36248.0
2025-04-11 16:00:00,OANDA:XAUUSD,3216.075,3230.29,3211.92,3227.875,20832.0
2025-04-11 17:00:00,OANDA:XAUUSD,3227.89,3237.96,3210.195,3212.65,27011.0
2025-04-11 18:00:00,OANDA:XAUUSD,3212.66,3224.925,3211.52,3213.86,23922.0
2025-04-11 19:00:00,OANDA:XAUUSD,3213.845,3234.15,3211.185,3233.75,43984.0
2025-04-11 20:00:00,OANDA:XAUUSD,3233.775,3244.34,3219.655,3224.29,64026.0
2025-04-11 21:00:00,OANDA:XAUUSD,3224.15,3237.85,3223.065,3230.225,57651.0
2025-04-11 22:00:00,OANDA:XAUUSD,3230.19,3242.085,3229.525,3240.545,32521.0
2025-04-11 23:00:00,OANDA:XAUUSD,3240.56,3245.485,3219.815,3223.195,26436.0
2025-04-12 00:00:00,OANDA:XAUUSD,3223.23,3235.64,3223.23,3233.97,26682.0
2025-04-12 01:00:00,OANDA:XAUUSD,3234.16,3238.375,3231.195,3235.725,14231.0
2025-04-12 02:00:00,OANDA:XAUUSD,3235.73,3235.765,3227.425,3231.02,15081.0
2025-04-12 03:00:00,OANDA:XAUUSD,3230.995,3238.82,3230.93,3237.93,5154.0
2025-04-14 05:00:00,OANDA:XAUUSD,3222.955,3224.68,3213.355,3221.425,13658.0
2025-04-14 06:00:00,OANDA:XAUUSD,3221.415,3224.635,3216.82,3223.935,11627.0
2025-04-14 07:00:00,OANDA:XAUUSD,3223.855,3227.47,3219.34,3220.885,16255.0
2025-04-14 08:00:00,OANDA:XAUUSD,3221.01,3243.68,3215.42,3239.71,38998.0
2025-04-14 09:00:00,OANDA:XAUUSD,3239.655,3245.845,3229.63,3232.03,23736.0
2025-04-14 10:00:00,OANDA:XAUUSD,3232.04,3234.75,3227.015,3232.405,15400.0
2025-04-14 11:00:00,OANDA:XAUUSD,3232.425,3235.89,3226.215,3227.48,10951.0
2025-04-14 12:00:00,OANDA:XAUUSD,3227.435,3236.2,3221.435,3234.44,17262.0
2025-04-14 13:00:00,OANDA:XAUUSD,3234.4,3238.25,3228.925,3231.135,22552.0
2025-04-14 14:00:00,OANDA:XAUUSD,3231.185,3233.8,3224.76,3228.04,19111.0
2025-04-14 15:00:00,OANDA:XAUUSD,3228.06,3230.19,3216.525,3227.09,21154.0
2025-04-14 16:00:00,OANDA:XAUUSD,3227.035,3231.8,3220.855,3224.08,16217.0
2025-04-14 17:00:00,OANDA:XAUUSD,3224.01,3224.875,3206.38,3215.375,23754.0
2025-04-14 18:00:00,OANDA:XAUUSD,3215.325,3225.915,3213.965,3223.42,18325.0
2025-04-14 19:00:00,OANDA:XAUUSD,3223.44,3227.805,3200.665,3206.74,37722.0
2025-04-14 20:00:00,OANDA:XAUUSD,3206.715,3210.815,3193.63,3204.82,63077.0
2025-04-14 21:00:00,OANDA:XAUUSD,3204.77,3215.66,3195.32,3211.135,33905.0
2025-04-14 22:00:00,OANDA:XAUUSD,3211.145,3211.205,3196.4,3198.15,31098.0
2025-04-14 23:00:00,OANDA:XAUUSD,3198.17,3208.42,3197.8,3207.685,17577.0
2025-04-15 00:00:00,OANDA:XAUUSD,3207.73,3216.485,3207.245,3214.155,19892.0
2025-04-15 01:00:00,OANDA:XAUUSD,3214.165,3214.875,3201.38,3208.18,12460.0
2025-04-15 02:00:00,OANDA:XAUUSD,3208.205,3213.165,3207.8,3212.79,10597.0
2025-04-15 03:00:00,OANDA:XAUUSD,3212.81,3213.805,3207.395,3210.68,2991.0
2025-04-15 05:00:00,OANDA:XAUUSD,3212.565,3215.295,3210.87,3212.22,2454.0
2025-04-15 06:00:00,OANDA:XAUUSD,3212.27,3214.29,3210.515,3212.675,3408.0
2025-04-15 07:00:00,OANDA:XAUUSD,3212.66,3215.355,3210.855,3211.995,7890.0
2025-04-15 08:00:00,OANDA:XAUUSD,3211.99,3226.05,3210.065,3223.775,20226.0
2025-04-15 09:00:00,OANDA:XAUUSD,3223.81,3225.055,3218.72,3224.365,11168.0
2025-04-15 10:00:00,OANDA:XAUUSD,3224.3,3229.06,3223.29,3228.555,11013.0
2025-04-15 11:00:00,OANDA:XAUUSD,3228.545,3232.755,3226.87,3231.91,6953.0
2025-04-15 12:00:00,OANDA:XAUUSD,3231.885,3232.21,3220.825,3224.765,14225.0
2025-04-15 13:00:00,OANDA:XAUUSD,3224.775,3228.795,3223.205,3225.31,13739.0
2025-04-15 14:00:00,OANDA:XAUUSD,3225.345,3226.64,3217.375,3225.755,15703.0
2025-04-15 15:00:00,OANDA:XAUUSD,3225.81,3232.24,3224.39,3227.755,19357.0
2025-04-15 16:00:00,OANDA:XAUUSD,3227.78,3230.175,3221.185,3222.635,10616.0
2025-04-15 17:00:00,OANDA:XAUUSD,3222.67,3227.05,3219.66,3220.26,10624.0
2025-04-15 18:00:00,OANDA:XAUUSD,3220.27,3224.215,3216.87,3220.21,15619.0
2025-04-15 19:00:00,OANDA:XAUUSD,3220.225,3226.295,3214.355,3221.655,21919.0
2025-04-15 20:00:00,OANDA:XAUUSD,3221.635,3226.405,3211.66,3213.08,29894.0
2025-04-15 21:00:00,OANDA:XAUUSD,3213.04,3226.97,3213.04,3222.72,30951.0
2025-04-15 22:00:00,OANDA:XAUUSD,3222.735,3224.17,3216.935,3221.365,19071.0
2025-04-15 23:00:00,OANDA:XAUUSD,3221.36,3223.49,3219.635,3221.465,8430.0
2025-04-16 00:00:00,OANDA:XAUUSD,3221.47,3230.745,3220.42,3227.99,8526.0
2025-04-16 01:00:00,OANDA:XAUUSD,3228.005,3229.75,3225.64,3229.205,7666.0
2025-04-16 02:00:00,OANDA:XAUUSD,3229.18,3231.925,3226.25,3229.925,5794.0
2025-04-16 03:00:00,OANDA:XAUUSD,3229.975,3233.705,3226.55,3229.795,3841.0
2025-04-16 05:00:00,OANDA:XAUUSD,3230.675,3242.27,3230.675,3241.42,4824.0
2025-04-16 06:00:00,OANDA:XAUUSD,3241.44,3251.94,3238.42,3251.895,11018.0
2025-04-16 07:00:00,OANDA:XAUUSD,3251.915,3268.09,3251.705,3264.52,24407.0
2025-04-16 08:00:00,OANDA:XAUUSD,3264.525,3275.075,3256.03,3270.34,32682.0
2025-04-16 09:00:00,OANDA:XAUUSD,3270.405,3275.57,3267.065,3267.805,18397.0
2025-04-16 10:00:00,OANDA:XAUUSD,3267.83,3281.81,3266.145,3281.55,14958.0
2025-04-16 11:00:00,OANDA:XAUUSD,3281.615,3287.83,3269.33,3283.77,16636.0
2025-04-16 12:00:00,OANDA:XAUUSD,3283.755,3291.935,3283.725,3289.785,15301.0
2025-04-16 13:00:00,OANDA:XAUUSD,3289.765,3295.18,3286.005,3291.835,21060.0
2025-04-16 14:00:00,OANDA:XAUUSD,3291.805,3300.89,3291.48,3300.53,24928.0
2025-04-16 15:00:00,OANDA:XAUUSD,3300.52,3317.92,3288.585,3307.07,46856.0
2025-04-16 16:00:00,OANDA:XAUUSD,3307.105,3310.95,3300.2,3303.62,21994.0
2025-04-16 17:00:00,OANDA:XAUUSD,3303.67,3306.98,3299.675,3304.225,15461.0
2025-04-16 18:00:00,OANDA:XAUUSD,3304.265,3313.82,3293.075,3306.88,25286.0
2025-04-16 19:00:00,OANDA:XAUUSD,3306.875,3313.5,3302.515,3307.33,27534.0
2025-04-16 20:00:00,OANDA:XAUUSD,3307.335,3316.635,3296.95,3311.645,42480.0
2025-04-16 21:00:00,OANDA:XAUUSD,3311.685,3319.69,3306.185,3308.61,40152.0
2025-04-16 22:00:00,OANDA:XAUUSD,3308.605,3328.205,3305.345,3325.445,31329.0
2025-04-16 23:00:00,OANDA:XAUUSD,3325.44,3333.11,3321.445,3327.38,20647.0
2025-04-17 00:00:00,OANDA:XAUUSD,3327.355,3332.905,3324.385,3328.255,17607.0
2025-04-17 01:00:00,OANDA:XAUUSD,3328.215,3340.81,3326.42,3338.35,16169.0
2025-04-17 02:00:00,OANDA:XAUUSD,3338.375,3342.545,3335.985,3336.8,13584.0
2025-04-17 03:00:00,OANDA:XAUUSD,3336.71,3343.2,3334.435,3343.1,6101.0
2025-04-17 05:00:00,OANDA:XAUUSD,3348.59,3357.775,3348.515,3351.105,7487.0
2025-04-17 06:00:00,OANDA:XAUUSD,3351.1,3353.56,3347.105,3350.155,8066.0
2025-04-17 07:00:00,OANDA:XAUUSD,3350.27,3351.42,3342.015,3345.6,17543.0
2025-04-17 08:00:00,OANDA:XAUUSD,3345.625,3356.5,3320.855,3323.995,45839.0
2025-04-17 09:00:00,OANDA:XAUUSD,3323.935,3340.77,3321.09,3340.48,24402.0
2025-04-17 10:00:00,OANDA:XAUUSD,3340.505,3344.675,3337.46,3344.62,13190.0
2025-04-17 11:00:00,OANDA:XAUUSD,3344.61,3344.61,3337.905,3341.68,9026.0
2025-04-17 12:00:00,OANDA:XAUUSD,3341.67,3345.59,3328.465,3329.44,14897.0
2025-04-17 13:00:00,OANDA:XAUUSD,3329.475,3333.12,3325.26,3328.82,27072.0
2025-04-17 14:00:00,OANDA:XAUUSD,3328.775,3330.19,3314.305,3323.555,29092.0
2025-04-17 15:00:00,OANDA:XAUUSD,3323.58,3325.02,3312.755,3324.345,18144.0
2025-04-17 16:00:00,OANDA:XAUUSD,3324.32,3327.01,3320.705,3321.61,14437.0
2025-04-17 17:00:00,OANDA:XAUUSD,3321.615,3334.755,3321.14,3327.695,17223.0
2025-04-17 18:00:00,OANDA:XAUUSD,3327.71,3332.675,3322.425,3327.53,17999.0
2025-04-17 19:00:00,OANDA:XAUUSD,3327.545,3342.735,3322.265,3328.365,31404.0
2025-04-17 20:00:00,OANDA:XAUUSD,3328.37,3332.185,3312.08,3315.16,53311.0
2025-04-17 21:00:00,OANDA:XAUUSD,3315.27,3315.27,3283.955,3291.465,67566.0
2025-04-17 22:00:00,OANDA:XAUUSD,3291.47,3304.94,3290.705,3296.485,32056.0
2025-04-17 23:00:00,OANDA:XAUUSD,3296.465,3318.905,3294.99,3316.295,23572.0
2025-04-18 00:00:00,OANDA:XAUUSD,3316.35,3322.685,3314.3,3319.045,16069.0
2025-04-18 01:00:00,OANDA:XAUUSD,3319.03,3320.97,3314.3,3316.425,8649.0
2025-04-18 02:00:00,OANDA:XAUUSD,3316.4,3322.01,3311.06,3320.825,10076.0
2025-04-18 03:00:00,OANDA:XAUUSD,3320.8,3328.915,3318.05,3327.375,5602.0
2025-04-21 05:00:00,OANDA:XAUUSD,3332.26,3353.22,3331.405,3345.985,14900.0
2025-04-21 06:00:00,OANDA:XAUUSD,3346.165,3351.96,3343.395,3348.255,10876.0
2025-04-21 07:00:00,OANDA:XAUUSD,3348.345,3370.75,3347.595,3368.82,25043.0
2025-04-21 08:00:00,OANDA:XAUUSD,3368.845,3378.605,3367.32,3377.69,32829.0
2025-04-21 09:00:00,OANDA:XAUUSD,3377.72,3385.18,3374.195,3384.965,20426.0
2025-04-21 10:00:00,OANDA:XAUUSD,3384.95,3385.435,3378.305,3382.38,14722.0
2025-04-21 11:00:00,OANDA:XAUUSD,3382.305,3382.305,3369.435,3376.51,13383.0
2025-04-21 12:00:00,OANDA:XAUUSD,3376.5,3386.035,3375.875,3385.62,16905.0
2025-04-21 13:00:00,OANDA:XAUUSD,3385.63,3393.36,3382.51,3392.18,21954.0
2025-04-21 14:00:00,OANDA:XAUUSD,3392.155,3396.16,3381.875,3385.155,24572.0
2025-04-21 15:00:00,OANDA:XAUUSD,3385.105,3394.425,3383.755,3392.9,16131.0
2025-04-21 16:00:00,OANDA:XAUUSD,3392.94,3397.23,3390.885,3394.995,17024.0
2025-04-21 17:00:00,OANDA:XAUUSD,3395.025,3397.9,3392.08,3395.025,17072.0
2025-04-21 18:00:00,OANDA:XAUUSD,3395.02,3406.045,3386.445,3404.49,24127.0
2025-04-21 19:00:00,OANDA:XAUUSD,3404.57,3415.825,3398.005,3414.91,29151.0
2025-04-21 20:00:00,OANDA:XAUUSD,3414.885,3426.895,3405.11,3420.41,53115.0
2025-04-21 21:00:00,OANDA:XAUUSD,3420.465,3430.35,3408.89,3416.815,41914.0
2025-04-21 22:00:00,OANDA:XAUUSD,3416.81,3426.32,3407.775,3423.065,29896.0
2025-04-21 23:00:00,OANDA:XAUUSD,3423.07,3424.19,3410.275,3414.625,15750.0
2025-04-22 00:00:00,OANDA:XAUUSD,3414.65,3422.93,3406.07,3422.555,20467.0
2025-04-22 01:00:00,OANDA:XAUUSD,3422.59,3426.78,3417.67,3426.46,15001.0
2025-04-22 02:00:00,OANDA:XAUUSD,3426.405,3430.61,3417.5,3423.64,14421.0
2025-04-22 03:00:00,OANDA:XAUUSD,3423.645,3427.31,3419.825,3424.235,5161.0
2025-04-22 05:00:00,OANDA:XAUUSD,3427.86,3436.065,3427.855,3431.185,8958.0
